"S
2","S
1","S
0",Function
"0
0
0
0
1
1
1
1","0
0
1
1
0
0
1
1","0
1
0
1
0
1
0
1","Interrupt Acknowledge
Read I/O port
Write I/O port
Halt
Code Access
Read memory
Write memory
Passive (In active)"
